saleCode,storeCode,customerUUID,salesPersonUUID,date
0o0f,TWFQcj,hy4RnrNT-31vA-ou0G-TAwv-WtLBILBmGmIi,pfqsy2ve-E8AV-jJR8-D5Sc-I5IsffQlDiW8,2024-02-12
,ANvzZy,xBKPPlm3-leUE-NDzY-jIKQ-tDyJCMnyj1OS,INynkn9c-ccXJ-KfCv-EiUd-VB09Pu7X58z9,
z2bY,hp1bzZ,,VSz0sCx2-DOJA-XjGg-SI2h-ZAxYRXkvnrU9,
8EIB,jdwUnZ,aQX8J20R-P5eW-NYCH-mC9e-VxPiVSYAn7Fh,hBqYhDTH-75vJ-dwZ6-oTV2-GA4mt8hsBvE5,2023-10-26
TwRH,Vzyg0f,fdcq7Yta-LyrR-nHwZ-4Pjz-eQkxnkm7FW2D,BgItAryp-mkQx-b4Sg-dCBj-TRRlRj1jzs8Y,2022-09-06
NNF5,S2ps49,FHJMNVBw-7qen-5Du8-AL8b-piMEwhXAcoU3,PEGLcbAl-tAes-vrp6-sWAX-GyOBzTRV9eDI,2022-01-29
uXva,Qu0aMI,I4YC1LBo-fHYP-4zqm-IEqA-GwkwUl02oE2F,XsXnwtop-WEPH-vi50-dhjt-auYnEwDaLi6N,2022-01-16
O8m6,aRuP7K,,3ieP3htT-hm1E-4pEC-Gv85-k572sM2wSQOB,2022-08-21
,wrwkf6,,,
YLdh,9Hls3l,Z25uZSp3-pqw9-1ZAW-j9H8-fe2RFYpvOHQa,Y5eEGUYR-UXrY-3G3Q-muWK-xJmqJff6qDSC,2023-09-22
hG3s,Fxh4Ok,,,
,,NHSwoPAA-uimS-zhIk-Y2jw-oCzRnBRdgBYu,Se0qPgFh-QL86-97th-RRYe-782sdMCd0qep,2024-01-27
EtCG,OmCDPL,0aNmNndL-KnAr-1uDp-WoEc-vtLFWSbH56ws,mcyHZweL-5NaY-o31u-jYR1-CsMO90SQulyv,2022-10-27
CzeZ,twujA4,,Q25pZSdP-VCDi-7wuG-oFuR-EXABXTjQlCaE,2023-12-18
L2Rx,oKf0sw,KB5f8Z4u-p89S-GeVo-YUzw-ZXDgqnduyVjl,eZROixDr-SlGS-RXLT-nDfj-NhXZrNCBdKbZ,
eDcd,iRRc5N,HrfNozmL-E3Qy-J0FQ-UgoY-7J8dzckuCa4x,9AHiQZG6-Zls1-w2wx-Zfvk-zD03UQZWg79w,2022-06-10
,P2Jr1P,,,2022-02-07
yS9V,eIGEWC,HCiNvwl2-yJdv-wkvJ-i8dI-NbJfrhyHJzJu,UGGIChHr-ZJNC-V1G9-m3UR-eGPxz9tkuo5P,2023-10-14
DOcP,PczdYQ,GG9bHJSK-Auxm-WcWM-1NL6-zkGn6osAwoKm,JXSzwvF2-ptQG-9uqT-1NBD-YMaHH1taPGbQ,2022-05-04
NO1l,VRRQ4G,UowSu3E2-qXtP-5dba-Ppn4-d1UrmanQIs88,ePDxkuLZ-mp0t-m5aJ-yzwC-LqYiTOVd2Cil,2023-02-07
2LfF,,pFSJ9cJl-ovtA-9828-ReSw-CS7kIOvui01b,LobqwrVI-qkoJ-5Ggi-IHpF-ytkJtChwkBjM,2022-08-12
,n8Ft2O,QtHw7JE5-6JZ0-qdOI-FMp9-w8gEXA7mnvjL,dZ5TCLYp-HwzA-azdm-UiPZ-1Zk4M95pdznc,2022-12-02
HYut,oMrx8g,ZDA7Uwj7-p4tN-TU7D-TjOS-1NzXwjSgVw53,hbsimoza-QrIk-ZaUH-w00U-kxkryvHs1q1Z,2023-12-18
59Pa,H7RUvz,Oy8y0nIB-3KkQ-TL2L-rzy4-umAfQMaz0nWz,xajrISAU-7v87-HhjW-3WVz-guZFxnV868p5,2023-04-24
ZfuI,qlwYuB,5XYSqA89-a6Qs-OGLQ-bWm2-l28kWIMuG5Nj,,
SqFg,,H7ZdLTMB-Dz8d-V6B7-kgVz-WI60QqVPIwED,kvzfoPcB-tslt-n74j-klEb-0cd1OdDeJStd,2023-04-22
,,,5FNCAsdg-RRVo-uFTy-hrHw-aTAV9fv4ly83,2023-06-14
,ATlNEb,JbWevVHC-UgC1-qUXu-oR0W-JAKelygrPJTN,T8uHVGCf-DF8r-IkcF-DFl1-0JpaKC5q7EzR,2022-04-12
,PkHDUi,Bno2Qlv8-iMkI-P1gD-Q4CT-uI5IKn6Fank6,,2021-11-14
,,Qzl4kmkc-edTR-zU4a-VjDA-dZiDUwS5st5p,6KUpbjvB-meEy-UJcx-OCDt-0FsTCEVoOXb6,2023-09-27
UwUz,x6viLV,yjNWuvZ2-4AvS-Nwru-bjsx-pASgIfTKG6tV,NlXPwlje-jGUC-wl5j-d7xG-U59judAYez1s,
,,2TQFsTv5-C90E-zoBc-qjpn-Nstnf6C4k8ho,B6ucJl0h-lwu0-UQTQ-JJHU-KxGI2Z8kPQSd,2022-07-19
gvns,h4kMJW,Sjah6DA4-y2aB-Jy9O-qDIZ-itiUJ2rjkS37,x2I561Ap-zPNt-AZOw-9G1k-7o0a3ND2zrXQ,2022-04-17
5LZM,6a5y4L,QEs3Mxd2-1Uqy-KRZa-fLAd-ZtAGm3DMse7X,,2023-07-07
AnZf,i4D3z0,51rR2xnU-F29h-voca-xsWp-3EAcPmpVKmp5,zOgdOmDc-fokx-2VJB-SKef-w3zAguQWUE20,2024-02-05
,Tr4uGP,MFnn33eh-SEug-sdTl-Pwv8-ili6EE9Wh9Cg,ZP9ucF9W-E54U-pNDT-6T69-YY2szeWl5l1G,2022-09-07
Ue8N,fzX15n,qE03glWG-JmHF-mqZx-JDoT-P0VPmpBimFKJ,u2u1z8xr-a7VL-YJjW-8YfO-HVD5V0GH67Ny,2023-03-17
jDht,JjrRgi,,Sjdtu6hN-DU4W-naRg-nABH-0NaEKFLCtJGa,2023-01-12
W5mw,,6ux4800f-CMNt-yfFc-ZQdL-VNtoTt2dnr5x,,2023-11-27
RTkS,APQoan,,,2021-11-16
Fi3g,HcrE50,OZlE0g6r-a32m-B4xn-2FsS-89pk9NBSCrmc,NfQffuil-jCLb-tdf7-GNXr-rFU7odsp4opu,
vXin,H3hTm3,1bG3RMp9-JrTi-KzLq-ykMM-PNqC9KtixuoJ,p1YITazz-mboa-dR4e-jMNQ-5lW2HTgdjq8n,2022-04-29
iQ2M,o4my9p,5OofPpXb-uYrY-6Cvg-MHYo-D3rvNATCKkpS,,2022-11-07
nNIC,,4qn8hxqx-VKFJ-odWB-Ha9j-UYwdFuJihh0O,,
uW5s,KaJTlW,S7Hqmjup-phlh-0rRj-Yvp4-d27IF51co8sl,6axrvXtJ-vEqO-t35x-ROXW-htLfdpZkRpZU,2022-03-08
xr9G,L7vw18,QPHmTdNd-XbiB-NT32-2Sdx-41KOacGg1hPP,qa3mWmpF-IsvQ-543t-iCQ7-VQ7hBBeZ9Ia1,2022-06-27
Pn8f,,AEqoQzXb-uTmo-RSCF-Exjx-L2AbTVmClRE5,LZIloZwx-ChHe-kDZf-YlE6-DecGvk655H2L,2022-03-14
dmDw,8a23pb,qYS8Mk1p-Bkqo-zcgM-0wT6-CtXinCAXQvp1,oEqMve5E-NwEZ-E93z-3QxK-V46hNFodLg5a,2023-05-08
,3QRrDD,oB7Jw1V7-T77S-2V41-Al1a-k3tuEntkwat4,vRIcdJL5-zqBt-QUCU-2Fvf-9WKVg9mIf5uQ,2023-12-07
CAfW,,vKhSjXto-myOG-XpJK-RUc4-VsqM9IZsV5kc,DnDp6Q1A-bmD3-xYl3-rNjn-TfHYwJsNyACK,2023-01-24
,muwl5p,,d2hVwJW8-ZVUl-vhqB-Ubur-xjrAO6u7FJwf,2023-12-06
,xfOxTU,pWuopu3R-HnAx-zZkT-CwTd-gnZyVD4hHwmo,,
,ocKGMM,yVHNwrsK-oMel-oiSh-wZlH-hrkQyqs482mF,qb3066uO-C2M3-hpId-jKJv-Ck2xCyFUmro4,2022-07-30
,crFtKa,5gSO69ne-2TYF-tpu2-y09b-JVnbkmZf0KVN,FwCkwa4V-ovO5-smN4-WhC7-dYxZdTk2a2Hi,
YHhe,jhVk7l,5vR7q7tz-dmJ6-Wmwh-MByx-3i1rBTtiPdhO,8Z9Czajm-wOE4-4uv6-DY9z-h9Gc9tsMqmqH,2021-10-16
,qw7QZU,,Kkkxlh8q-anAu-EqE6-005V-qeM6FDWYwSjo,2023-02-26
,YIeEca,YbUzEfKI-2BJQ-SWAJ-IDVD-m120IGNIdcTc,3tcJ8zPm-vsF7-KcMf-pHCE-7QBUBCZ27Zs8,2021-12-21
a5Uz,rfiedx,iOQx01ho-lenv-HMIM-VbIw-jZXVrco2AzR2,,2022-07-13
PwYL,XUG0Mn,,P6R5ORpW-Yq1H-CIlY-wsxu-dkJg6WZs2w0p,2023-03-13
Go1y,,,QxgA0kI6-Tq05-LBol-jsPR-yBJaOn5l8uDF,2023-06-19
ipxq,XC1hxy,vdbOdn2N-Dimd-WPk7-NPXm-l96TLMBHkSJs,EFb2yOxd-WlnM-Rfrm-n98o-srcYLhHrFtwQ,2024-01-29
n1z8,wUGupM,lV3qXj2o-2Y7u-f930-dtYl-Mr2zDFZRh1N7,xNFgn3Cu-M30r-uxE3-dR8t-kFXo3Jps63JN,2022-03-24
UoTX,,1f8k8LM3-e13t-DqlH-EiyA-TkOIdOeNtyje,zExwe4Nb-5M1k-CV2z-oZou-n6ZgP8BzxwP1,2022-03-24
83ED,,bzIK56qT-ON6o-U0El-e9sb-ONUKBUIfSkBC,vFtJ7uIC-0Co9-Ofa6-J0bJ-Fvze1WMTwTZW,2023-12-30
oM6u,if7Xzj,YgIPUry2-vCzf-sPq3-EPMN-YjO2FOExPOTH,IZdzxYPi-e0O4-LiBP-MmRd-l8b2EuwIHeT1,2022-02-16
,x2LRhe,yi4HVdXc-UITy-LwDX-iEzP-0JBAq75ZnATd,i1E0jZ5U-mVMb-yum6-u4QD-d6Jw4HiaBI3T,2023-12-30
2WWd,r2LDl2,,vPMXbAMJ-X3EE-ypuq-Zyk0-01UKQPsZeZjW,2022-07-02
NDAi,65ehpo,hM6T8E5u-05sf-ZzrP-pKo9-9y74PbOD7pcH,PGK1Xyaa-pA2V-Boz0-ECO0-m1nxsFuxXiKV,2023-06-09
Zpwe,qDq6fH,,44PYrGuF-SMbu-qX7i-xMbn-aquJQxrHvNsq,2022-10-31
,,,4xCdXxSV-8b7t-qK18-s2No-oXb5IcInuQZZ,2023-11-21
9mzZ,G41Q57,AEEQ0mgp-nEP9-zJwD-eELA-MYSJqRBv1zLI,sTWoljP3-M270-uG46-QoZQ-h7LiAJqxtvZe,2023-07-14
czVU,nLsm9Z,wFEjByYO-rLEZ-lDXm-vcNs-s1vfr9bAtDae,,2022-02-02
mxmS,,,pwOf6Vd7-DSOV-RQdw-Nxen-9JHicIZcbKEV,2022-06-12
,QeM0Mk,KAa4gLGI-YpTO-Otjj-qF5l-C181EOMyCnLh,,
7qAU,7EowkH,TAqLJcyz-Xanp-EZE0-X3Aw-YJ3dAyaTP48Z,j2ZALm7N-qhbh-0JJD-bpE1-2iMN4ywMRMzD,2023-05-11
,DzKt4w,8tK9vtbo-8Qcw-sdj8-ZsMN-RRx86ZnmwATI,Vwp2g4Nu-PmKM-Ex4L-iO5x-JJmywYDpHH2L,2022-05-08
UyWx,dWzJm0,LCX2sW4x-1YSq-UzGt-UZcC-KBUvuK9qIfxJ,d4IAeHpa-mfm4-JAka-hICG-jqs5KjOAvxtL,2022-10-23
lmrv,qonWp3,5wqYMlif-9GGU-TjZ6-pR44-51GMlgUXYiAB,b1M22lzB-WU9C-bpUn-ZjGl-yYyUt93flP66,2022-06-08
kkZW,4RFQBB,Lwtv2KZW-McRt-oEF1-B1wI-fBkZiP1M3bBL,Bof8CIgX-X1es-fodt-7gpp-FbL1H3QR6rnI,2022-05-12
nhMk,CegIE5,XUzdQP5E-ZcxG-cKmY-YFCL-nFRj9GcS7WmO,,2021-12-24
ncBd,,ZA8DbX27-BtTP-7n3J-EAJB-mbIZPz2zimJt,AnzAR8ZE-KjnZ-6bak-P8on-wgACB9yf6jQo,2022-02-22
F5Mk,lJnoKV,6LP8faib-oZNq-bMyO-jhso-2zw0BqIZ8qOL,VvVritdU-5UL5-gxv1-5xH0-2THLoZZONdIT,
T7Eb,ux9ADl,IkJwt6no-Uryv-1LdY-FmSm-SS4f2pan1HcL,3StWf0zE-hBu7-3UF0-mwKX-g0qkni1e5FOb,2022-04-28
,iBXXvj,CGpggODe-0VZj-VkcG-E7M6-aumjMxmoIwjB,,2021-12-25
L7LP,tF31vr,dhTJwV8b-CkHA-qPUY-HuIP-0ctHJG5ybv0E,,
96To,Nigdaq,bDyeumUS-yW0Z-BB2r-ItL0-q0fU2BOMn0R7,q03IG6pF-Vc5C-lZDE-SVMJ-OIvyybh8nUY5,
HqKI,0xITFy,RtRtECfB-kuzf-LBL7-3vsZ-Lvjba3NBtgab,Q80rPPul-N8oR-powP-3zCK-NirP4W91D4dG,
NEOR,rUN90a,YGL2Iymk-RcFs-mPS7-KbXg-00QDGZA0kBR9,ddBvNxrk-A3Du-zXTK-ZLd4-icpwBiTw4uRQ,2022-03-15
,T5AswH,NJUIwwWQ-RXXj-y6YE-jUdh-7490lVVq2u81,l1ufWLri-h6Bc-dCB5-XQfp-OCKjjN7QYIPV,2023-12-25
,wiQoIN,FV6szEUY-z9VB-wEXj-2DUP-dySMkYWkuRml,mLsXt1fQ-ZYfg-dwQu-zkHR-trdOX6VuG9cX,2022-06-26
,,OgNjB9pk-6FFl-5B41-0ozf-gGWe57wjYZhI,,2023-04-15
vXAl,8gWh91,thLgo9sD-YBDm-bmgS-Ciy4-BnT6VJwm7hQW,e8BKzX3B-PXZh-MqnG-pgDm-URnvyZ3FXtND,2024-02-23
uq5H,bOZ7f2,U7xMy8Zo-MURS-ScFz-W2dT-jvnjlqidrZor,ZxNbxOOF-zMPh-20jk-jGU0-hf5eZ76JISiA,2021-09-14
,6JKSXt,opKhsALX-5nfb-sXa3-1gdU-mVmtcEs0H16L,MVPNFY5d-LDAH-Lh7p-U2sc-pdJ41wNGAn7D,2021-11-25
,G0b9vP,,Mth6Klku-4hlB-eo3w-vNbT-94bGojOY3SKF,2023-06-30
,,Gouoh0TG-3Xru-r8fB-mi7m-vfQwQMav3o6O,yuAdUxhq-YYQl-eaJm-fWvz-fMVJs5UHGwqQ,
KDkY,OfcBae,EIH4AAdJ-1Wwi-k9qh-dc6i-11QSe0A90RPz,nKXNgu2H-jbEO-L6Ho-67PN-XBpSvswW1Cmi,
,9GAfXN,,,2023-11-21
uwKK,,LgK3IqXB-o0X5-ImN6-skf5-uiptxgzfm06E,Yb1fTWN5-xv85-yUlO-DDMP-lLXduOV1fpsH,2022-07-24
7tW3,,xeGR4aHY-uGQh-GysC-10SF-4uuVXUXJEyty,S9AjraWN-NAZb-toAO-GX1T-5zJkcKuiZH3l,2023-02-22
psJI,ARDfHZ,YhD23MOO-aGVN-hpz6-KwQw-OxT512Dv4ES9,A6W2JNvi-wHsO-HiEm-Cl89-cISKth8VvJCc,2023-01-03
,kUoMlo,kcMtEuww-Jq3b-l0qV-pVps-krNq8UJpUu3K,c4lSBfL8-u4ek-o16M-vzji-sYwsfspfKTo6,
X4vO,QgrKiI,NH6FUieo-x6qu-iKJL-C3ZW-oIMs6E7yTaPf,XZCMiO22-ByoS-fymD-my3Z-19a1kVQJg5iQ,
Q96G,Sf3t2e,Woie5p1P-1yGc-Yoee-9FGg-1SIRs2kSuNg1,a4gBGYqz-3za5-IaqX-2ld8-eC0PK3cP3xSt,2022-08-14
W37j,pBuLNt,YyoOgzCS-i92m-dASo-ujcp-7p5xWRkJvZRE,YS7E8G3U-nXNl-dl5p-B8ll-TjZcJgy4wQ5t,2022-01-04
S9Vv,Qm2Dsk,inm0Hn4W-b0sv-5VGz-CQG7-0IKl0MhEbdR4,NGTHdt02-6b6S-wmt9-oWwv-Zw8XEiSGeErS,2023-12-20
KLZX,5CgvL3,,gYlY4qBn-9n18-tgb8-xhl2-uAP00vRfbq7h,2024-01-31
nrfy,XIi66n,t6ZCIEcF-phXs-ee2U-XW3s-0TAgTw9HR0Ci,INLEb4uz-bvOm-IzuG-c8NU-2bcVa5yQW9ck,2022-09-17
,KCg3nj,DIdUieQ6-qXpe-MmAF-atY0-LFtauamD5Hc0,cDrFcJGB-lOhL-MYzU-WljM-2K5zNSHzYvTt,2022-11-09
,1jwwS1,9qoBSVxd-aT57-RZ7m-4Pf6-dEkTLoZh7Tag,2bd2hSJS-QjNp-QIhK-UMsp-dBxGGFDU5aqN,2024-02-28
jdzv,,uv5WPBnY-keI1-gge4-3tqU-3nLb3IeYwsVI,whA0ZkZh-Ogj4-LcBL-dggG-0wXIAJPs3LL5,2022-11-27
9iZJ,,,TpyY30UD-zAx6-Fuci-dJ0O-deUjx2QFNlQF,
eVL0,T0C7Sq,,ZIEtP2kt-CcCB-zDX2-JQFX-tpLUJdE5X0wg,
GA5R,krNzHj,cGfSXFs3-YE5f-H38V-58mW-rw5vitTNWTFl,e4F2xZ7f-Er4S-voUV-juQh-XDHeps8zN9Cs,2023-10-02
8G5T,GJAZjV,xwf16leH-k9JV-aaWR-9nvw-jLQ6I4bYQzQA,qdXNY88i-nLah-Ur67-qPQa-3xz329axUAKu,
Libf,RITgmM,auZuyb5t-Orez-Kb2O-mOe0-et2064HhJliJ,,2023-10-05
tiWE,,e5sDMgBl-kBnl-xEji-TRds-GvJXKJta1ZJu,2fCFFyMI-Ln5G-twSk-HuHn-X46mldsn9GpU,
fw0J,Y39mK2,,Uc4CkA8A-I2JC-6pqo-3DH5-MV6Gdd1IIOiD,2023-02-09
ui6i,3WR6mq,,,2022-02-12
4xrG,6yT5aA,FIlm7LGo-Hqku-DKPC-pKzP-Z02uwtqDUxCD,,2022-03-19
UuZz,5uQu8c,829dCwjC-KVsU-PYyR-ZRZn-p2U1V3fI6Ptm,5DxeGpEr-j3Ag-RtG9-rAx5-GTs3Ir3LN3UW,
g12E,,,,2022-12-16
9zXD,LEKJI2,,rCoYx7uA-WhxT-vQZ6-TsUT-30q0a2JuskPD,2023-05-12
Mipl,SUDwaU,IhnpEN2Y-4ULU-V3TR-UxQ8-smu1q0jaRBge,f7QsBh5I-YPDi-ZYBQ-2HTR-hxtNMb1Wwxvn,2021-11-26
,gSntmw,KcdkiJhT-xPyM-3iQ3-XSiy-JRtQTxRVlBN2,AxvpoCIg-IRij-LqHu-aTzs-VxkFRBzWakQr,2021-09-14
qu7F,182AWd,iOWEYbla-0W8p-uAnB-3BMh-zzSPBWSOFnzo,,2023-08-13
bjB5,sE6meL,NAXRq0ZA-u9p8-qdNe-jLF3-aJyxsX9AxxTC,,2023-09-19
,H599M6,,bOBpnje5-JuW0-CIxT-PTRC-ShkoEKbMm6gm,2023-11-22
AaXR,5mOdEi,rmgJfHkM-TDEz-neSS-KfKw-1twHRUKl2f1k,,2022-06-30
MTED,yzafYy,0JeZYbV2-obIh-X0tx-Z273-Ati1VUmnh8Su,kJGgicNp-CL3s-jkMC-csz8-RrTFdR31haVr,2024-01-03
5wpT,,KHk1z1vn-pWCa-tF5Q-dk15-4aPwMZiZjKDj,EeH0Xnlp-ICD4-qvmu-3HVw-RdZVXe7c3vUr,2021-11-06
uhmY,,lFmtJfT2-DJ2h-nu12-BD7k-MrDuIivlnDuG,2velluGG-SJDp-WxR5-rRCI-fnzGaWFNkTuX,2023-01-10
dR9U,,Nn4HCqP1-IHQE-JKBs-HC9s-q1L5gRdurW9x,EafJrMhM-yzpQ-Q38X-DcY6-Lnnz0IVlG0CF,
ZEq2,xevaxm,ZiLGzDBD-dpcH-2MYc-UgFx-4YUmgKKc8N63,,2023-02-14
,hRJl8T,7mML9Rvk-005D-L9Sd-TiEo-4mJBNueszgI8,s1JzPwAj-EQkN-RiB0-lSnZ-7UhpCLN04cab,2022-01-24
,S4qwu2,xQruDRZH-xW4o-e7YL-lZ62-iKiEUgpXZmXx,,
b4O9,Xa6a3I,suWvYkR7-kaDd-9Ef6-bt8c-KQND6nuiI2Gd,qqZgYIGh-UAYl-pBo4-0UJX-qB4yxbIYuOXx,2023-12-13
2Gk0,nOe9eT,,8npTYWgC-o88I-jlvx-Vfcp-4VhcVktGUhux,2022-02-13
pKhp,,,AvrZSAIr-2LtI-ObIB-SWPh-6t6zRa8ldNaJ,2021-10-28
6OvF,IyLsFg,,RIbffwLh-xVFn-Scep-CJ1R-X9F8k6cP2ekj,
,oqt05O,XPpNQa66-Fe3L-QcSQ-wRF2-AEHSbp5c3FCA,4lrxZzMM-pawC-thLs-zXWn-nmBqsJOiAzvE,2023-04-13
xf9w,qTTr9Y,,,
6JvB,,uMdOnOZC-0OJb-x4Ru-VHAx-6Z5Po0QAid0F,qiqemJOW-1h84-xmBH-XzAd-qHHqHTbmcK4g,2023-08-07
KfRH,zS0mBV,cAjsuSuw-bpAl-tZno-BteV-8K0jfe5gCu3R,JFyQxokK-9Rgk-o8dh-cCqN-KZXhWpcQWZOK,2022-04-09
,SLbFeu,weInxj9R-063A-EAA1-0SeR-QSErYDOnkYO7,UYxYpCSz-5TMA-QPlc-TXpk-Vk3R0rq9erF0,2023-04-11
2z8a,,NhwAUEMx-jJpP-tTNR-7tsC-qbABhj8rD0PE,NJCyuDCj-ja6O-aBHf-QHpk-obpuatQMjr4H,2023-07-04
7b1e,3rGKBZ,,b56F2VUu-z24u-QAGd-uKWT-22ZtiaDuMk7r,2023-12-27
7vjx,eMqrKM,,,2023-12-12
3Usa,Fcf6vA,mrgM2Q4n-Uvkq-XX90-I1Lf-K56LBrIpY8OR,lcv2QbXK-NlSg-Klhx-Efkp-erOd61AWXsW0,2022-06-21
,EP1XEi,,kpJR1eg5-DOwM-E8Z2-mfMn-J3YhspqzYm2e,2021-12-20
p8QE,CSV9m2,2p8tj7VV-jIyj-6xlo-ehku-otHgOWdxEeiO,A6SP1p8D-osow-BIEh-samr-A8ROvzkwuqsB,2022-08-07
7nmb,rfWIFx,6eCpR4np-FwyY-w77f-3wkj-K3if8q7KjAuz,TReJTP0J-PBuB-2eaE-2vnR-9TpHhs9oO7nD,2022-11-27
aTbC,bMUb1o,P1hMjlcr-BkY3-Vpty-63Yj-fAwuFSTqHf2i,P4lTiqhb-WpW4-9UKl-Lhxt-xiELG5J1dgEf,2021-11-17
lmf6,GuYo7V,AM1hwUUi-P9az-g6eB-2GJ0-gTx4NlmyTYKQ,4HTYryDF-jAeC-E33Q-2DpE-dzvL0g73OaDC,
,,ipmWeB0M-Lt8z-2Hwu-J1P3-5UCmzDRDS6s4,N1yk5sJs-Jtkl-JZHJ-MBf3-fCd80Tro9zPC,2023-07-11
,,NAOhM0pa-HV6i-pP4s-TlEo-jkMwrRP8iSqn,1Y32Mddp-FKYb-f3G8-BYcU-Dn7AHgk6Sur8,2023-08-20
yzXg,,,JeLHJa9b-nGmT-SKlq-rV4Q-iAOo5cwNvm4v,2021-11-22
p2Hn,UnZ1Tz,guiKpidy-O0Zl-3Viv-YIoO-1OISX8hMbiHc,sgWRCmp3-CAEo-X2kf-kPzl-Pk1foeYSyBFL,2022-06-13
IWUS,jmsXcX,p9iynwqL-iBD6-xklV-lBsm-xMIsDrSc4eNQ,,2022-07-20
Ab5K,,f4jHYWYu-R32X-m2Ti-r0Dm-7J5rRvJ7efFT,xrVgsnWf-h7XT-LYFF-qhDd-kMc7e3W7AvK8,
aOUg,GIxc3C,Ogszzg28-qjUH-1Ixr-aUiQ-59sj37JQJC0N,rT3jnhZm-hnC1-IoQn-JfpP-wbJ8DGfDVXPF,2022-10-21
,ixCpeB,WfKMwNHW-VY3W-49EP-H42K-cxG5NGAjuTmc,,2023-04-12
,sagNEb,fZI1KxhS-qIz0-nEHo-CSGj-3OFnGQstnRNB,,2022-03-29
yhvd,JEwqsp,FPikFyBy-QG3k-4hjb-OR60-bTgM88tkWv5z,ecYFAOfp-pGmB-E8GH-D9G7-SvXrF4gmXRlV,2022-09-20
qfDX,5SQXGU,ZY0ISHzc-VfnA-UUui-nNTH-YEpY46zvz7Ru,,2023-07-20
LCtO,TlMYQs,gjBAacVV-hbc4-ZO6S-59pm-wHh3MAY8FzKg,OUeo5miV-7l73-81Ad-Yr9N-KdLtfEv3mQUT,2023-11-18
DIp3,DK0yG6,oEzsj8rj-IpWn-pXha-TRKo-ns2ojNdOtqjL,02mABa1k-Ovob-sY2j-3jlA-JpOWfVYKpzX8,2021-09-01
kCGl,,jec3JuCu-jRks-eqmf-17LA-jM9J7kw2JVCO,w6yxikZQ-aDck-V7Q4-b9dG-fGhUEuhAUEP2,2023-07-21
AYkA,h6um5G,lq0nzjuF-3k9f-i3Ga-XcdC-SyTKABsWONIL,O8JiGb3U-8UyL-gw5Q-uDk6-ucdFnszbiNmt,
,lB7WJt,OEmsGzR0-PNXK-4Dka-eIsR-KyIk8olySwKx,MRIh9N5X-zYtZ-Zinr-m5WB-GMJUTZ2Q9yh8,2022-02-28
fk6l,,XXYVjVyJ-ok02-FVoq-ttYy-UDnV6Vo4Fr9m,,
VKHS,xAbJ8h,,GIKEVF7j-yS6r-SZ6x-brYJ-oBK2le39Noc5,2023-06-22
zlJy,yhKmBc,gYHcgjHw-l6L0-1EtM-7CYu-TRyBUUm8bEbk,ZTgbff93-zZr3-3hes-Snjx-HtG4GJfJJhB9,2022-04-09
Zzta,gXc8tC,ZJXVFQTU-vuhq-jH1E-sm6i-ODsJJ1Hd0nBu,KEZ3HfPc-ETOa-OGtH-uarC-SCZ4XWebj5bk,
,eI6kS7,3wYHwWgf-yvWu-Gwsm-MTpz-8g6flvb5xqrm,xBQByedo-DJmO-VOUM-aZW6-GWQZGBkdJlcF,2022-07-12
,OYjduf,VHLrzaPe-9kxA-BVqY-SGZI-sLCXxvCCmkHk,U9U4Nclf-KKkA-k98u-vC9t-EBJLx8769qBY,2023-06-25
,DDD9ky,Eb4IeNpH-BlZH-IYGZ-6zbe-ahbEmIWs5RYd,ZQEUwn39-xxJG-DC5R-H8po-tNbQMP0GvpQL,2021-09-25
eUxo,NY1Dje,nxSIoZ12-QgAx-9ZKw-8yzZ-aDUE9SrpUEWO,sqgql9a3-U52F-pyyD-QN1z-xUW7CAJ0baAp,2021-11-13
N0TP,,SgpYT1UD-Smpp-hZ8c-mP8E-7vVN2krTrLkF,YZOSS8dK-hr3b-hTGl-Tf0f-SgUnCOcpR41L,2022-04-17
YeFL,,vNw8Pw20-LhcT-N02c-yrUq-qgfKa0adEGjX,erB9nPQS-pAmK-TUCq-9SVy-FsD97Ji2yDGN,2023-06-13
mHRv,,hXzpJYuJ-sk24-MqHM-sXQs-gpp7Foa7lLIT,L2x2ww9c-oYl7-KtRJ-l9Py-F3J8zDhJB96z,2023-08-05
hyHK,ac5gWr,,,2021-09-25
UjJF,XTCl4F,V4wkKxbV-a754-RnPS-WqeB-OCNciD6K1gW8,TKYFylQ6-zw2O-G6P7-0mI9-EfKbLtrrQHTH,2022-01-26
c5b3,0e85z4,39vSuZpT-x1u1-v0vY-rpuE-0klFF4TABcRM,,2023-11-25
2aZx,RUIYy1,kLPewT2c-9KWQ-M41o-OaD0-gDoKOJ50xegY,,2022-01-10
DquI,6USJQ3,,jkNWTgxO-Nyp4-2UL7-QURs-3SQ3HTfZgLRn,2022-11-18
wNJB,,F6CzzTIU-284u-t77w-469A-fbbEgLBCRipr,UDdXzQZ6-Dkb3-glzk-aBJf-c4O0Z754Rnwf,2024-02-19
d94R,G43XqG,5iJnSEH3-QeX1-pxna-WBFn-ggtkaZEDLWIj,eAOZCYzY-vr5H-FBeP-qWd6-JWMqJHLhONRX,
VudW,3CXwCe,R4zRfDN6-F29e-htMJ-238e-JoVxVXVSGSnd,oUcSLV6R-68at-sRJp-Bq0c-JEV3UQnhn3es,2023-09-18
